#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-03-02T03:13:54 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5c79f439a1c9	
#INFO	-out.max=unlimited	
#INFO	queryParameters=38	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/ApJS/239/2&tab:{J/ApJS/239/2/table2}&key:source=J/ApJS/239/2&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/239/2/table2
#-order=I
#-out=TICID
#-out=RAJ2000
#-out=DEJ2000
#-out=Obslen
#-out=Vmag
#-out=Kmag
#-out=Jmag
#-out=Tmag
#-out=R*
#-out=Mass
#-out=Teff
#-out=Dist
#-out=sG
#-out=DetC
#-out=Perp
#-out=Rp
#-out=Nt
#-out=Ars
#-out=Ecc
#-out=Rprs
#-out=Impact
#-out=Dur
#-out=Obsdepth
#-out=Insol
#-out=Noise
#-out=SNR
#-out=2M
#2M=2M
#

#RESOURCE=yCat_22390002
#Name: J/ApJS/239/2
#Title: Simulated exoplanets from TESS list of targets (Barclay+, 2018)
#Table	J_ApJS_239_2_table2:
#Name: J/ApJS/239/2/table2
#Title: Planet and host star properties for every detected planet in our simulation
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	TICID	(I9)	[144875/471012687] TESS Input Catalog ID number of star	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F12.8)	Right ascension, decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F13.9)	Declination, decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Obslen	(F5.1)	[27.4/356.2] Number of days that target is observed	[ucd=time.interval]
#Column	Vmag	(F6.3)	[4/20] V-band magnitude	[ucd=phot.mag;em.opt.V]
#Column	Kmag	(F6.3)	[1.7/14.2] 2MASS Ks-band magnitude	[ucd=phot.mag;em.IR.K]
#Column	Jmag	(F6.3)	[2.3/15] 2MASS J-band magnitude	[ucd=phot.mag;em.IR.J]
#Column	Tmag	(F6.3)	[3.4/16.4] TESS bandpass magnitude	[ucd=phot.mag;em.opt.R]
#Column	R*	(F6.3)	[0.1/11.5] Stellar radius	[ucd=phys.size.radius]
#Column	Mass	(F6.3)	[0.06/2.5] Stellar mass	[ucd=phys.mass]
#Column	Teff	(F7.1)	[2763/11565] Stellar effective temperature	[ucd=phys.temperature]
#Column	Dist	(F9.3)	[2.5/15349]? Distance of the star	[ucd=pos.distance;pos.heliocentric]
#Column	sG	(I1)	[0/1] Was this star randomly selected to be a subgiant? 1=yes; 0=no	[ucd=meta.code]
#Column	DetC	(I1)	[0/1] Was this planet detected using the conservative model? 1=yes; 0=no	[ucd=meta.code]
#Column	Perp	(F9.6)	[0.5/99.4] Orbital period of the planet	[ucd=time.period]
#Column	Rp	(F6.3)	[0.6/22] Radius of the planet	[ucd=phys.size.radius]
#Column	Nt	(I3)	[2/425] Number of transits the planet has	[ucd=meta.number]
#Column	Ars	(F7.3)	[1/243.5] Planet semimajor axis scaled by the stellar radius	[ucd=phys.angSize.smajAxis]
#Column	Ecc	(F9.6)	[9e-06/0.5] Planet orbital eccentricity	[ucd=src.orbital.eccentricity]
#Column	Rprs	(F9.6)	[0.005/0.4] Planet radius scaled by the stellar radius	[ucd=phys.size.radius]
#Column	Impact	(F6.3)	[0/1] Planet impact parameter	[ucd=src.impactParam]
#Column	Dur	(F6.3)	[0.3/37.934] Planet transit duration	[ucd=time.duration]
#Column	Obsdepth	(F9.3)	[25.6/92074] The observed transit depth, corrected for dilution in parts per million	[ucd=src.var.amplitude]
#Column	Insol	(F10.3)	[0.06/242177] Insolation flux the planet receives relative to that received by the Earth from the Sun	[ucd=phot.flux;arith.ratio]
#Column	Noise	(F9.3)	[60/18605] The one-hour integrated noise level of the star in parts per million	[ucd=instr.det.noise]
#Column	SNR	(F8.3)	[7/1542] Combined signal-to-noise ratio of all transits	[ucd=stat.snr]
#Column	2M	(A2)	Display the 2MASS data (Cutri et al. 2003, Cat. II/246)	[ucd=meta.ref.url]
_RAJ2000|_DEJ2000|TICID|RAJ2000|DEJ2000|Obslen|Vmag|Kmag|Jmag|Tmag|R*|Mass|Teff|Dist|sG|DetC|Perp|Rp|Nt|Ars|Ecc|Rprs|Impact|Dur|Obsdepth|Insol|Noise|SNR|2M
158.4194000000|-14.9411200000|296860928|158.41940000|-14.941120000| 27.4|13.100|10.733|11.297|12.136| 0.832| 0.808| 4923.0|         |0|1| 4.319602| 3.880|  7| 12.497| 0.006678| 0.042687| 0.408| 2.537| 1802.275|   156.886|  677.165|  11.216|2M
171.3650000000|+14.3454700000| 67444362|171.36500000|+14.345470000| 27.4|12.471|10.673|11.099|11.697| 1.949| 0.928| 5360.0|         |1|0| 1.800569| 5.336| 15|  3.118| 0.012159| 0.025064| 0.577| 3.852|  623.272|  3541.530|  513.346|   9.228|2M
169.1531000000|-50.0214900000| 82384616|169.15310000|-50.021490000| 54.8|13.446|11.079|11.668|12.474| 0.838| 0.814| 4945.0|         |0|1| 3.840372| 5.455| 15| 11.500| 0.029850| 0.059584| 0.000| 2.707| 3262.321|   188.602|  847.062|  24.542|2M
169.5482000000|-52.9888000000| 82583236|169.54820000|-52.988800000| 54.8|13.258|11.173|11.687|12.437| 0.866| 0.840| 5043.0|         |0|0| 4.075487| 3.735| 14| 11.701| 0.030224| 0.039470| 0.279| 2.669| 1075.937|   197.054|  826.185|   7.960|2M
177.5038000000|-50.6890600000| 94552306|177.50380000|-50.689060000| 27.4|12.167| 9.188| 9.941|10.944| 0.755| 0.726| 4592.0|         |0|1| 0.822461| 2.277| 33|  4.402| 0.049536| 0.027622| 0.850| 0.842|  693.162|   957.221|  330.638|  11.052|2M
163.8400000000|+63.4762000000| 99816890|163.84000000|+63.476200000| 27.4|13.683|11.865|12.346|12.950| 0.997| 0.944| 5421.0|         |0|0|15.983468| 5.982|  2| 26.274| 0.063985| 0.054907| 0.256| 4.757| 2952.732|    52.186| 1179.136|   7.724|2M
167.8736000000|-36.4822200000|151789862|167.87360000|-36.482220000| 27.4|11.189| 9.817|10.090|10.362| 3.631| 1.291| 6415.0|  365.972|1|1| 1.182979|15.958| 23|  1.412| 0.000728| 0.040237| 0.499| 6.892| 1613.189| 35424.782|  242.229|  83.848|2M
174.6506000000|-78.0795600000|356730122|174.65060000|-78.079560000| 82.2|11.552| 9.651|10.115|10.757| 0.859| 0.899| 5255.0|  145.096|0|0| 0.960646| 1.613| 86|  4.606| 0.024301| 0.017192| 0.733| 1.144|  267.962|  1499.298|  298.379|   8.906|2M
163.2978000000|-01.0451740000| 14328275|163.29780000|-01.045174000| 27.4| 9.913| 8.683| 8.994| 9.429| 1.295| 1.167| 6251.1|  160.129|0|1| 6.802362| 3.135|  4| 12.293| 0.011930| 0.022168| 0.471| 3.841|  489.755|   421.479|  155.091|  12.378|2M
159.6137000000|-35.3276900000| 53996157|159.61370000|-35.327690000| 27.4|11.009| 9.270| 9.709|10.220| 1.348| 1.037| 5782.0|  199.164|0|0| 4.736181| 3.408|  5|  8.911| 0.089986| 0.023140| 0.736| 2.898|  518.668|   587.071|  225.363|   8.761|2M
167.5176000000|+31.4956200000|  8993428|167.51760000|+31.495620000| 27.4|10.861| 8.981| 9.462|10.147| 0.964| 0.920| 5331.0|         |0|0|13.436717| 3.451|  2| 24.011| 0.102614| 0.032787| 0.738| 3.093| 1057.137|    58.437|  217.281|  12.101|2M
165.5268000000|-22.8749500000|437243044|165.52680000|-22.874950000| 27.4|11.628| 8.570| 9.330|10.308| 0.711| 0.681| 4359.0|         |0|0|11.829484| 2.622|  2| 27.049| 0.186918| 0.033754| 0.201| 3.389| 1085.735|    20.584|  235.630|  11.996|2M
158.3382000000|-34.4153200000| 53788125|158.33820000|-34.415320000| 27.4|12.403|10.307|10.843|11.568| 1.881| 0.903| 5268.0|         |1|1| 6.566483|14.086|  4|  7.582| 0.299055| 0.068538| 0.898| 3.861| 4344.306|   558.790|  474.606|  35.972|2M
161.9512000000|-57.5722800000|459135317|161.95120000|-57.572280000| 54.8|12.182|10.877|11.159|11.423| 1.938| 1.803| 7685.0|  728.727|0|1| 5.047089| 7.391| 11|  7.780| 0.012155| 0.034919| 0.416| 4.715|  688.635|  2403.856|  435.217|  11.396|2M
154.2362000000|-09.3983060000| 26352286|154.23620000|-09.398306000| 27.4|13.724|11.842|12.275|12.901| 0.992| 0.940| 5407.0|         |0|1| 4.353725|16.766|  7| 11.084| 0.057175| 0.154727| 0.270| 3.375|23290.382|   290.189| 1138.732|  99.420|2M
159.7838000000|+44.9667900000|150265059|159.78380000|+44.966790000| 54.8|13.685|11.609|12.125|12.845| 0.634| 0.783| 5120.4|         |0|1| 4.337699| 4.890| 13| 16.271| 0.005756| 0.070591| 0.500| 1.930| 4215.967|   108.317| 1094.495|  19.293|2M
164.4403000000|+28.6013300000|229653219|164.44030000|+28.601330000| 27.4|13.664|11.535|11.986|12.635| 0.869| 0.843| 5052.0|         |0|0| 3.804967| 3.854|  7| 11.153| 0.002419| 0.040606| 0.143| 2.690| 1622.892|   218.434|  945.436|   7.449|2M
154.6137000000|+21.8461400000| 95363282|154.61370000|+21.846140000| 27.4|13.842|11.706|12.205|12.911| 0.871| 0.845| 5060.0|         |0|0|22.634228| 9.848|  2| 36.547| 0.015496| 0.103455| 0.250| 5.086|10680.964|    20.473| 1146.846|  29.704|2M
160.5599000000|-33.2330300000| 54147217|160.55990000|-33.233030000| 27.4|11.043| 8.841| 9.445|10.202| 6.684| 0.793| 4867.0|  355.143|1|0|15.144330|20.239|  2|  3.568| 0.049407| 0.027719| 0.565|28.483|  767.640|  1838.143|  223.335|  25.942|2M
163.1647000000|+00.4837468000|281746741|163.16470000|+00.483746800| 27.4|10.660| 7.333| 8.085| 9.234| 0.691| 0.648| 4405.8|   40.887|0|1| 4.387714| 2.877|  6| 14.133| 0.100463| 0.038121| 0.543| 2.102| 1451.258|    78.684|  142.587|  36.142|2M
188.3787000000|-16.9324400000|  1668152|188.37870000|-16.932440000| 27.4|13.774|11.338|11.942|12.782| 1.611| 0.781| 4819.0|         |1|1|12.682781|10.436|  3| 13.087| 0.039937| 0.059315| 0.789| 5.243| 3425.213|   131.339| 1047.084|  12.974|2M
190.8463000000|+30.5113600000|  5080808|190.84630000|+30.511360000| 27.4|11.777|10.330|10.650|11.162| 0.931| 1.067| 5991.0|  240.133|0|0|15.607524| 3.405|  2| 28.854| 0.012588| 0.033486| 0.055| 4.265| 1119.176|    64.546|  373.889|   8.743|2M
200.0912000000|-18.1717600000|  6077288|200.09120000|-18.171760000| 27.4| 8.867| 7.519| 7.834| 8.338| 1.031| 1.243| 6314.0|   71.844|0|1| 4.831039| 5.262|  5| 12.549| 0.027810| 0.046733| 0.457| 2.774| 2180.561|   421.018|  101.762|  79.800|2M
190.7146000000|-26.8998200000|  9276368|190.71460000|-26.899820000| 27.4|17.024|10.644|11.542|13.414| 0.172| 0.138| 3022.0|         |0|0|13.806311| 2.807|  2| 72.792| 0.314431| 0.149392| 0.632| 1.391|22286.152|     0.657| 1654.924|  22.461|2M
192.5135000000|-28.3724700000|  9477356|192.51350000|-28.372470000| 27.4|11.192| 8.872| 9.423|10.121| 0.993| 0.815| 4849.8|  103.609|0|1| 2.005606| 6.398| 14|  6.298| 0.015946| 0.058997| 0.565| 2.195| 3473.771|   581.754|  214.494|  89.778|2M
192.7589000000|-27.3754300000|  9482214|192.75890000|-27.375430000| 27.4|12.211|10.567|10.934|11.515| 1.134| 1.037| 5782.0|         |0|1| 4.547588| 5.497|  6| 10.309| 0.005401| 0.044363| 0.506| 3.087| 1870.232|   438.648|  459.724|  17.508|2M
181.8326000000|+41.9400700000| 21573656|181.83260000|+41.940070000| 27.4|13.924|11.530|12.111|12.894| 0.790| 0.764| 4754.0|         |0|0|13.334845|13.156|  2| 27.402| 0.040091| 0.152487| 0.460| 3.930|22069.802|    28.375| 1133.091|  54.607|2M
201.4827000000|+31.8611100000| 43135807|201.48270000|+31.861110000| 27.4| 8.270| 6.908| 7.182| 7.710| 2.054| 1.109| 6007.0|  106.203|0|1| 2.525341| 3.355| 10|  3.935| 0.025160| 0.014955| 0.814| 3.051|  223.560|  3507.764|   84.934|  14.540|2M
180.7784000000|+29.9485400000| 82330668|180.77840000|+29.948540000| 27.4|13.496|10.998|11.648|12.511| 0.656| 0.652| 4482.0|         |0|0| 9.230949| 3.451|  3| 24.478| 0.069640| 0.048141| 0.173| 2.979| 2293.658|    28.095|  868.563|   7.895|2M
193.5187000000|+40.4739700000| 17665345|193.51870000|+40.473970000| 54.8|11.331| 9.899|10.235|10.785| 1.613| 1.068| 5889.0|  327.131|0|1| 4.981177| 6.546| 11|  7.781| 0.009444| 0.037151| 0.003| 5.087| 1367.015|   828.617|  302.951|  33.755|2M
185.4093000000|+36.4419000000| 18070510|185.40930000|+36.441900000| 27.4|10.312| 8.512| 8.945| 9.598| 4.511| 0.937| 5394.0|  229.080|1|0|19.559598|13.456|  2|  6.628| 0.125484| 0.027306| 0.631|18.410|  745.310|   803.770|  167.271|  27.037|2M
185.5831000000|+36.7316600000| 18083975|185.58310000|+36.731660000| 27.4|14.315| 9.732|10.507|11.836| 0.419| 0.439| 3558.0|         |0|1| 5.156154| 2.398|  6| 22.791| 0.121323| 0.052399| 0.628| 1.461| 2653.339|    12.870|  559.460|  14.040|2M
208.4439000000|+38.0732000000| 23748129|208.44390000|+38.073200000| 27.4|13.876| 9.493|10.282|11.597| 0.422| 0.443| 3565.0|         |1|1| 2.682634| 3.101| 10| 14.682| 0.005053| 0.067278| 0.622| 1.212| 4485.856|    31.255|  482.997|  32.340|2M
180.1359000000|+17.7293700000| 86150186|180.13590000|+17.729370000| 27.4|12.167|10.289|10.668|11.259| 0.967| 0.922| 5340.0|  492.881|0|1|10.517280| 3.952|  3| 20.341| 0.009696| 0.037416| 0.675| 3.114| 1399.638|    81.977|  395.362|  10.820|2M
192.8352000000|-35.9072900000| 25484490|192.83520000|-35.907290000| 27.4|12.558|10.678|11.142|11.764| 1.014| 0.955| 5465.0|         |0|0| 4.276053| 3.860|  6| 10.773| 0.011515| 0.034850| 0.103| 3.127| 1137.111|   320.594|  534.976|   9.207|2M
201.1619000000|+14.4674200000| 27212740|201.16190000|+14.467420000| 27.4| 8.906| 7.209| 7.585| 8.219| 2.188| 0.983| 5573.0|   62.018|1|0|14.664048| 3.712|  2| 11.465| 0.056850| 0.015536| 0.406| 9.113|  239.403|   306.118|   97.968|  10.432|2M
181.9463000000|+44.6296600000| 88721157|181.94630000|+44.629660000| 27.4|13.912|10.074|10.897|12.076| 0.572| 0.620| 3864.0|         |0|1| 8.291509| 3.227|  3| 25.709| 0.229480| 0.051647| 0.215| 2.537| 2446.446|    14.068|  651.414|  10.361|2M
196.8684000000|-41.5100600000| 30076892|196.86840000|-41.510060000| 27.4| 9.759| 7.790| 8.293| 9.130| 1.023| 0.962| 5488.0|         |0|0|13.942119| 3.018|  2| 23.535| 0.018914| 0.027017| 0.403| 4.278|  726.741|    68.313|  136.523|  15.570|2M
201.0598000000|-38.2379400000| 30955603|201.05980000|-38.237940000| 27.4|12.087|10.937|11.245|11.704| 2.286| 1.293| 6187.0|  627.319|0|1| 1.518338|11.142| 19|  2.651| 0.009137| 0.044624| 0.137| 4.663| 1771.114|  8700.033|  515.556|  32.335|2M
209.3433000000|-23.8936900000| 72752817|209.34330000|-23.893690000| 27.4|11.480|10.177|10.465|10.993| 1.418| 1.272| 6374.0|  338.199|0|1| 4.389200|14.961|  6|  8.624| 0.038072| 0.096609| 0.651| 3.447| 8065.505|   925.776|  339.797| 107.952|2M
188.7633000000|-46.8845700000| 72820839|188.76330000|-46.884570000| 27.4|10.577| 8.933| 9.358| 9.929| 1.056| 0.984| 5576.0|         |0|1| 8.050140| 3.074|  3| 15.927| 0.224700| 0.026649| 0.005| 3.967|  694.100|   158.965|  195.295|  12.261|2M
203.1773000000|-20.4860800000| 32158366|203.17730000|-20.486080000| 27.4|11.036| 9.516| 9.860|10.335| 1.244| 1.121| 6037.0|         |0|1| 4.334088| 3.925|  7|  9.341| 0.001799| 0.028874| 0.291| 3.506|  709.712|   635.002|  238.901|  14.718|2M
203.4127000000|-21.8096200000| 32162722|203.41270000|-21.809620000| 27.4|12.021| 9.576|10.173|11.020| 0.839| 0.815| 4949.0|         |0|1| 2.518844| 2.672| 11|  8.674| 0.024721| 0.029148| 0.276| 2.205|  810.124|   332.612|  344.978|  11.566|2M
189.3005000000|-44.5238400000| 72988213|189.30050000|-44.523840000| 27.4|12.195|10.667|11.017|11.537| 2.431| 1.097| 5975.0|         |1|1| 0.849224| 6.788| 32|  1.602| 0.216127| 0.025560| 0.929| 2.946|  603.210| 20726.143|  465.832|  12.572|2M
180.7330000000|+56.9355300000| 55749956|180.73300000|+56.935530000| 27.4|10.605| 9.391| 9.695|10.149| 2.167| 1.214| 6253.0|  359.989|0|1| 9.703831|11.553|  3|  9.428| 0.020502| 0.048803| 0.720| 6.020| 2381.085|   717.395|  217.498|  46.524|2M
182.4918000000|+58.8771700000| 55780088|182.49180000|+58.877170000| 54.8|15.523|10.590|11.453|12.878| 0.370| 0.379| 3466.0|         |0|1| 4.359970| 3.248| 12| 21.975| 0.091576| 0.080356| 0.877| 0.958| 6456.962|    12.466| 1120.318|  19.542|2M
203.1880000000|+12.2634800000| 95548805|203.18800000|+12.263480000| 27.4|11.149| 9.852|10.161|10.684| 1.247| 1.123| 6042.0|         |0|0|15.214083| 4.808|  2| 21.547| 0.002228| 0.035299| 0.476| 4.963| 1244.715|   119.738|  286.856|  13.671|2M
201.3285000000|-28.6853600000| 58461356|201.32850000|-28.685360000| 27.4|11.398| 8.679| 9.420|10.334| 0.770| 0.718| 4553.0|   73.196|0|0|13.165584| 2.955|  2| 27.292| 0.039794| 0.035136| 0.027| 3.814| 1228.801|    24.066|  238.778|  14.214|2M
203.1670000000|-27.4815800000| 58716586|203.16700000|-27.481580000| 27.4|10.824| 9.380| 9.676|10.186| 2.128| 1.135| 6073.0|  342.846|0|1| 1.351197|10.705| 21|  2.522| 0.043729| 0.046045| 0.201| 4.341| 2058.166|  8920.785|  221.552|  88.698|2M
180.3508000000|-16.1291400000|180263476|180.35080000|-16.129140000| 27.4|13.031|11.153|11.552|12.212| 1.006| 0.950| 5445.0|         |0|0| 1.464930| 3.190| 19|  5.305| 0.034961| 0.029016| 0.212| 2.139|  832.907|  1303.050|  711.548|   7.463|2M
180.9143000000|-13.7740700000|180280472|180.91430000|-13.774070000| 27.4|13.654|11.694|12.116|12.777| 0.964| 0.920| 5331.0|         |0|1| 8.499451| 8.757|  3| 17.693| 0.059200| 0.083188| 0.450| 3.619| 6859.122|   107.619| 1043.425|  21.661|2M
197.8968000000|+38.9605800000|180570797|197.89680000|+38.960580000| 27.4|10.001| 8.482| 8.854| 9.431| 2.218| 1.019| 5716.0|         |1|1| 5.533170| 7.424|  5|  5.976| 0.029859| 0.030648| 0.123| 7.275|  938.192|  1246.740|  155.228|  36.452|2M
200.6088000000|-25.2518000000|101733247|200.60880000|-25.251800000| 27.4|11.092| 9.587| 9.929|10.470| 1.269| 1.108| 6030.7|  225.488|0|0|21.557106| 3.641|  2| 26.584| 0.089502| 0.026259| 0.185| 6.255|  659.278|    78.074|  256.149|   9.103|2M
189.8885000000|-12.5043700000|181858807|189.88850000|-12.504370000| 27.4|11.275| 9.199| 9.793|10.598| 0.869| 0.843| 5052.0|  258.222|0|0| 4.753690| 2.144|  6| 12.938| 0.040235| 0.022590| 0.202| 2.817|  509.818|   162.335|  273.987|   7.650|2M
206.3947000000|-28.0129200000|101871198|206.39470000|-28.012920000| 27.4|11.019| 9.785|10.075|10.574| 0.825| 1.298| 6429.0|  165.545|0|0|17.000985| 3.651|  2| 36.809| 0.000034| 0.040524| 0.462| 3.290| 1444.301|    52.593|  270.526|  13.696|2M
190.9954000000|-16.2431000000|181945618|190.99540000|-16.243100000| 27.4|15.090| 8.896| 9.777|11.500| 0.202| 0.172| 3107.0|         |0|0| 3.923600| 0.893|  7| 28.833| 0.028096| 0.040482| 0.475| 0.963| 1408.710|     4.676|  455.616|   8.027|2M
206.6051000000|-26.3342500000|101902867|206.60510000|-26.334250000| 27.4|16.639|12.351|13.140|14.497| 0.226| 0.202| 3169.0|         |1|0| 7.280562| 3.233|  4| 41.057| 0.070518| 0.130952| 0.836| 1.031|16931.192|     2.496| 3850.119|   8.933|2M
205.4444000000|-35.8422000000|102039892|205.44440000|-35.842200000| 27.4|15.642|10.466|11.274|12.746| 0.339| 0.341| 3406.0|         |0|1| 3.194911| 2.391|  9| 18.820| 0.026892| 0.064580| 0.308| 1.322| 4156.519|    15.849| 1021.062|  14.043|2M
204.4336000000|+57.8997900000|141813337|204.43360000|+57.899790000| 54.8|12.510|10.752|11.121|11.719| 0.983| 0.948| 5436.0|  281.409|0|0|21.668387| 3.878|  2| 32.709| 0.063779| 0.036129| 0.159| 5.182| 1283.687|    34.046|  520.330|   7.942|2M
206.3009000000|+56.7499100000|141821388|206.30090000|+56.749910000| 54.8|12.268|10.921|11.226|11.698| 1.383| 1.103| 6062.9|  467.304|0|1| 3.162898| 6.326| 17|  6.776| 0.001496| 0.041873| 0.512| 3.255| 1753.320|  1227.595|  513.661|  25.393|2M
207.1432000000|+56.3359800000|141862887|207.14320000|+56.335980000| 54.8|11.750| 7.743| 8.612| 9.828| 1.026| 0.552| 3740.0|   32.211|1|1|11.070732| 2.757|  5| 16.719| 0.067279| 0.024599| 0.524| 4.458|  604.951|    29.196|  186.107|  15.346|2M
207.2815000000|+57.8664500000|141863988|207.28150000|+57.866450000| 54.8|11.894|10.383|10.794|11.360| 1.275| 1.022| 5727.0|  318.611|0|0| 5.045461| 3.930| 11|  9.782| 0.022443| 0.028213| 0.951| 1.544|  795.534|   468.992|  419.350|   7.817|2M
196.1218000000|-36.1337900000|102306273|196.12180000|-36.133790000| 27.4|11.162| 9.439| 9.866|10.484| 1.289| 0.994| 5160.9|  162.483|0|1| 1.274328| 3.623| 21|  3.832| 0.098781| 0.025739| 0.505| 2.307|  378.176|  2015.298|  258.027|  10.201|2M
180.3543000000|+67.0143200000|142945757|180.35430000|+67.014320000| 54.8|11.402|10.032|10.378|10.885| 1.199| 1.082| 5931.0|  260.222|0|1| 3.838227|12.362| 15|  8.836| 0.064628| 0.094387| 0.759| 2.632| 7763.049|   661.076|  320.012| 152.421|2M
196.2517000000|-34.1976600000|124078014|196.25170000|-34.197660000| 27.4|11.682|10.242|10.674|11.256| 2.338| 1.050| 5506.8|  441.442|0|1| 6.440845| 6.574|  5|  6.334| 0.139922| 0.025735| 0.175| 7.888|  658.327|   956.188|  394.675|  10.475|2M
198.2301000000|-33.7694100000|124404997|198.23010000|-33.769410000| 27.4|11.650|10.850|11.118|11.570| 0.938| 1.147| 6509.6|         |0|0|12.633082| 6.358|  2| 25.493| 0.091803| 0.062075| 0.624| 3.256| 3285.780|   115.250|  475.179|  17.646|2M
199.3507000000|+33.6025300000|105579389|199.35070000|+33.602530000| 27.4|10.550| 8.793| 9.195| 9.791| 1.469| 0.952| 5450.0|  170.855|0|0|15.084573| 3.736|  2| 17.209| 0.019816| 0.023286| 0.197| 6.728|  539.865|   124.272|  182.886|  10.828|2M
180.0369000000|-39.1301200000|165424201|180.03690000|-39.130120000| 54.8|12.102|10.022|10.388|11.021| 1.035| 0.970| 5521.0|         |0|0|19.568608| 3.791|  3| 29.232| 0.021252| 0.033527| 0.674| 4.008|  899.707|    45.354|  345.172|   9.039|2M
180.9636000000|-40.3950400000|165557886|180.96360000|-40.395040000| 54.8|15.377| 9.399|10.241|11.887| 0.218| 0.192| 3149.0|         |0|1| 7.659090| 1.712|  7| 43.288| 0.022188| 0.071886| 0.837| 0.905| 4994.595|     2.189|  577.622|  21.764|2M
196.1084000000|+31.3027000000|165987582|196.10840000|+31.302700000| 27.4|13.411|11.438|11.954|12.657| 0.904| 0.873| 5161.0|         |0|1| 2.962223| 7.364| 10|  9.184| 0.010967| 0.074610| 0.781| 1.828| 5397.047|   350.880|  959.892|  24.039|2M
192.9512000000|-36.0669700000|144915835|192.95120000|-36.066970000| 27.4| 9.991| 8.660| 8.951| 9.444| 1.502| 1.219| 6256.9|  176.400|0|1| 3.675558| 5.579|  8|  7.132| 0.021618| 0.034014| 0.936| 1.748|  954.913|  1256.702|  156.120|  22.871|2M
205.9883000000|-41.3494900000|166143791|205.98830000|-41.349490000| 27.4| 7.880| 6.431| 6.795| 7.315| 1.530| 1.187| 5954.0|   58.106|0|0| 8.131383| 1.959|  4| 11.781| 0.007225| 0.011721| 0.041| 5.337|  137.097|   377.710|   77.734|   8.149|2M
206.4038000000|-40.7619700000|166235533|206.40380000|-40.761970000| 27.4|11.568|10.704|10.947|11.356| 1.623| 1.471| 6820.0|  412.653|0|1| 5.509317|15.911|  5|  9.201| 0.104451| 0.089751| 0.873| 3.004| 7950.163|  1065.896|  418.367|  73.649|2M
208.7860000000|-40.8017500000|166795847|208.78600000|-40.801750000| 27.4|10.946| 9.200| 9.576|10.124| 1.196| 1.015| 5699.0|  170.172|0|1| 3.663675| 3.700|  8|  8.408| 0.012127| 0.028329| 0.193| 3.371|  662.582|   622.449|  214.813|  16.018|2M
184.3262000000|+64.7230600000|147625771|184.32620000|+64.723060000| 54.8|10.878| 9.361| 9.728|10.269| 1.560| 1.042| 5800.0|  244.324|0|1| 2.313741| 7.163| 24|  4.785| 0.023483| 0.042032| 0.022| 3.879| 1766.470|  2061.384|  231.008|  73.783|2M
190.2153000000|+60.8148100000|147713557|190.21530000|+60.814810000| 54.8| 8.790| 7.458| 7.752| 8.250| 1.089| 1.124| 6088.1|   74.084|0|1| 2.100991| 1.985| 26|  6.595| 0.022155| 0.016694| 0.800| 1.541|  278.680|  1317.750|   98.927|  17.830|2M
186.2762000000|-33.8412700000|130706946|186.27620000|-33.841270000| 27.4|11.019| 9.568| 9.909|10.459| 1.082| 1.045| 6136.4|  192.707|0|1| 2.190478| 6.966| 13|  6.660| 0.047482| 0.058950| 0.458| 2.414| 3445.496|  1333.276|  254.686|  75.781|2M
203.1868000000|-02.3586950000|130715083|203.18680000|-02.358695000| 27.4|16.852|11.570|12.456|14.210| 0.216| 0.190| 3144.0|         |0|1| 3.513001| 2.502|  8| 25.893| 0.070609| 0.106048| 0.215| 1.125|11243.039|     6.079| 3059.250|  11.025|2M
183.7505000000|+66.0013000000|148878247|183.75050000|+66.001300000| 54.8|15.647|10.959|11.801|13.135| 0.327| 0.325| 3382.0|         |0|1| 1.941959| 1.993| 28| 13.778| 0.040776| 0.055796| 0.443| 1.034| 2959.993|    28.749| 1347.236|  11.819|2M
183.7505000000|+66.0013000000|148878247|183.75050000|+66.001300000| 54.8|15.647|10.959|11.801|13.135| 0.327| 0.325| 3382.0|         |0|1| 4.634224| 2.304| 11| 24.604| 0.160316| 0.064500| 0.695| 1.161| 3955.602|     9.015| 1347.236|  10.492|2M
